L.Ankle	L.Ankle	L.Ankle	L.Ankle.Med	L.Ankle.Med	L.Ankle.Med	L.ASIS	L.ASIS	L.ASIS	L.Heel	L.Heel	L.Heel	L.Knee	L.Knee	L.Knee	L.Knee.Med	L.Knee.Med	L.Knee.Med	L.Shank	L.Shank	L.Shank	L.Thigh	L.Thigh	L.Thigh	L.Toe	L.Toe	L.Toe	R.Ankle	R.Ankle	R.Ankle	R.Ankle.Med	R.Ankle.Med	R.Ankle.Med	R.ASIS	R.ASIS	R.ASIS	R.Heel	R.Heel	R.Heel	R.Knee	R.Knee	R.Knee	R.Knee.Med	R.Knee.Med	R.Knee.Med	R.Shank	R.Shank	R.Shank	R.Thigh	R.Thigh	R.Thigh	R.Toe	R.Toe	R.Toe	V.Sacral	V.Sacral	V.Sacral	FRAMES	TIME
X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	X
-0.039226	0.49076	0.11721	-0.003543	0.409862	0.123606	0.143415	0.413197	1.035498	-0.100668	0.436111	0.077328	0.053233	0.460948	0.52926	0.074377	0.362145	0.494317	0.054616	0.462345	0.360979	0.149281	0.42752	0.677406	0.161356	0.48778	0.053786	-0.031606	0.093362	0.109902	0.033191	0.159391	0.121706	0.134513	0.141419	1.032737	-0.078166	0.162029	0.085925	0.023724	0.110353	0.52169	0.057733	0.206181	0.500459	0.042898	0.111037	0.343749	0.122394	0.136651	0.634327	0.160911	0.055033	0.053333	-0.08922	0.283414	1.014247	46	0.15
-0.039245	0.49078	0.117195	-0.003554	0.409884	0.123529	0.143386	0.413221	1.035505	-0.100678	0.436114	0.077303	0.053205	0.460938	0.529279	0.074459	0.362053	0.494407	0.054615	0.462327	0.360966	0.149253	0.427531	0.677442	0.161354	0.487762	0.053811	-0.031623	0.093343	0.109921	0.03314	0.159371	0.121691	0.134555	0.141385	1.03277	-0.078162	0.162013	0.085885	0.023719	0.110358	0.521678	0.057748	0.206188	0.500457	0.042864	0.111041	0.343735	0.122062	0.136433	0.634052	0.16091	0.055014	0.053342	-0.089201	0.283393	1.014264	47	0.153333
-0.039241	0.490793	0.117199	-0.003575	0.409874	0.123588	0.143409	0.41327	1.035516	-0.100698	0.436165	0.077327	0.053166	0.460933	0.529257	0.074298	0.362144	0.494336	0.05456	0.462361	0.361002	0.149273	0.427522	0.677436	0.161345	0.487777	0.053801	-0.031608	0.093344	0.109945	0.033166	0.159361	0.121673	0.134556	0.141385	1.032766	-0.078174	0.162017	0.085912	0.023736	0.110365	0.521641	0.057712	0.206228	0.500458	0.042878	0.111016	0.343757	0.122016	0.136393	0.634082	0.160911	0.055034	0.053324	-0.08921	0.283374	1.014276	48	0.156667
-0.039254	0.490797	0.117206	-0.003587	0.409898	0.123551	0.143353	0.413217	1.035511	-0.100666	0.436146	0.077305	0.05318	0.460926	0.529303	0.074478	0.362028	0.494485	0.054558	0.462343	0.360972	0.149184	0.427492	0.677383	0.161365	0.487771	0.053817	-0.031616	0.093333	0.109915	0.033152	0.15938	0.121724	0.134586	0.141395	1.032782	-0.078208	0.162027	0.085919	0.02371	0.110348	0.521698	0.05773	0.206154	0.500444	0.042903	0.111007	0.343754	0.122348	0.136549	0.634128	0.16091	0.055016	0.053336	-0.089237	0.283332	1.014269	49	0.16
-0.039281	0.490767	0.117208	-0.003535	0.409876	0.123594	0.14333	0.413232	1.035502	-0.100672	0.436097	0.07728	0.053148	0.460926	0.529268	0.074398	0.362087	0.494429	0.054556	0.462325	0.360963	0.149177	0.427489	0.677371	0.16136	0.487764	0.053792	-0.031566	0.093326	0.109882	0.033163	0.159298	0.121667	0.134561	0.141366	1.032751	-0.078181	0.162018	0.0859	0.023738	0.110304	0.52164	0.057805	0.206077	0.500541	0.042911	0.111002	0.343748	0.122054	0.136469	0.634075	0.160909	0.05503	0.053333	-0.089274	0.283377	1.01432	50	0.163333
-0.039254	0.490785	0.117216	-0.003554	0.409932	0.123625	0.143304	0.413224	1.035485	-0.100645	0.436104	0.077249	0.053129	0.460929	0.529299	0.074408	0.362053	0.494448	0.05455	0.462382	0.361016	0.149118	0.427513	0.677438	0.16137	0.487775	0.053792	-0.031572	0.093328	0.109886	0.033121	0.159337	0.12172	0.13457	0.141386	1.032731	-0.078195	0.162003	0.085913	0.023725	0.110339	0.521688	0.057706	0.206153	0.500462	0.042887	0.111029	0.34377	0.122198	0.136465	0.634036	0.160914	0.055014	0.053365	-0.089324	0.283314	1.014277	51	0.166667
-0.039239	0.490774	0.117187	-0.003588	0.409875	0.123571	0.143281	0.413243	1.035498	-0.100669	0.436113	0.077307	0.053116	0.460941	0.529301	0.074346	0.362063	0.494394	0.054532	0.462332	0.360969	0.1491	0.42753	0.677442	0.161336	0.487771	0.053788	-0.031611	0.093342	0.109898	0.033158	0.159403	0.121712	0.134547	0.141373	1.032748	-0.078172	0.161977	0.085848	0.023741	0.110301	0.521667	0.057678	0.206157	0.500443	0.04288	0.111021	0.343735	0.122338	0.136543	0.634166	0.160885	0.055028	0.053338	-0.089309	0.283306	1.0143	52	0.17
-0.039241	0.490792	0.117201	-0.00358	0.409846	0.123567	0.143275	0.413239	1.035494	-0.100705	0.43613	0.077257	0.05306	0.460913	0.529264	0.07439	0.362011	0.494434	0.054493	0.462352	0.360953	0.149086	0.427505	0.677422	0.161348	0.487782	0.05381	-0.031614	0.093366	0.109917	0.033185	0.159361	0.121688	0.134589	0.141359	1.032727	-0.078197	0.162031	0.085962	0.023756	0.110317	0.521646	0.057683	0.206136	0.500434	0.04287	0.111045	0.343727	0.122218	0.136403	0.634103	0.160905	0.055008	0.053352	-0.089293	0.283311	1.014269	53	0.173333
-0.039243	0.490787	0.117218	-0.003591	0.40991	0.123527	0.143224	0.413219	1.035498	-0.100681	0.436136	0.077251	0.053038	0.460937	0.529318	0.074397	0.362028	0.494446	0.054488	0.462334	0.360968	0.149042	0.427533	0.677478	0.161343	0.487798	0.053816	-0.031585	0.093339	0.109895	0.033153	0.159358	0.121687	0.134584	0.141389	1.032719	-0.078185	0.162032	0.085893	0.023716	0.110326	0.521608	0.057646	0.206158	0.500411	0.04291	0.111005	0.343763	0.122375	0.13655	0.634199	0.160897	0.055019	0.05338	-0.089317	0.283253	1.014297	54	0.176667
-0.039259	0.490773	0.117169	-0.003577	0.409903	0.123617	0.143212	0.413285	1.035492	-0.100668	0.436095	0.077243	0.053016	0.460887	0.529265	0.074314	0.362069	0.494429	0.054477	0.462351	0.360951	0.14901	0.427532	0.677477	0.161346	0.487757	0.053786	-0.031603	0.093325	0.109907	0.033136	0.159376	0.121713	0.134602	0.141363	1.032755	-0.078164	0.161997	0.085883	0.023761	0.11031	0.521619	0.057733	0.206118	0.500505	0.042912	0.111032	0.343771	0.121971	0.136429	0.634172	0.160903	0.055036	0.053355	-0.089361	0.283251	1.014302	55	0.18
-0.039258	0.490798	0.117194	-0.003579	0.40986	0.12363	0.143191	0.413281	1.035511	-0.100667	0.436144	0.077259	0.052971	0.460916	0.529307	0.074236	0.362098	0.494329	0.054451	0.462341	0.360989	0.148976	0.427543	0.677442	0.161369	0.487733	0.053783	-0.031603	0.093329	0.109902	0.033176	0.159372	0.12167	0.134604	0.1414	1.032736	-0.078181	0.16202	0.0859	0.023749	0.110317	0.521638	0.057665	0.206118	0.500426	0.042892	0.111019	0.343761	0.122363	0.136528	0.634238	0.160903	0.055025	0.053371	-0.08938	0.283177	1.014317	56	0.183333
-0.03925	0.490781	0.117164	-0.003581	0.409897	0.123509	0.143161	0.413294	1.035488	-0.10068	0.436158	0.077269	0.052942	0.460922	0.529304	0.074249	0.362034	0.494346	0.054422	0.46234	0.360979	0.148933	0.427539	0.677453	0.161361	0.487743	0.053806	-0.031593	0.093349	0.109908	0.033145	0.159423	0.121703	0.134528	0.141408	1.032698	-0.078197	0.162025	0.08589	0.023696	0.110288	0.521621	0.057632	0.206173	0.500426	0.042866	0.111033	0.343753	0.122089	0.13652	0.634118	0.160898	0.055038	0.05335	-0.089351	0.283203	1.014296	57	0.186667
-0.039231	0.490788	0.117166	-0.003591	0.409925	0.123558	0.143146	0.413301	1.03551	-0.100689	0.436109	0.077245	0.052917	0.460922	0.529306	0.074199	0.362135	0.494369	0.054443	0.462386	0.361027	0.148886	0.427568	0.677473	0.161341	0.487752	0.053801	-0.031617	0.093354	0.109893	0.03318	0.159371	0.121696	0.134583	0.141393	1.032731	-0.078162	0.161969	0.08579	0.023724	0.110316	0.521652	0.057637	0.20618	0.500437	0.042833	0.111053	0.343709	0.122137	0.136438	0.634157	0.160884	0.055027	0.053354	-0.089358	0.283192	1.014291	58	0.19
-0.039256	0.490778	0.117161	-0.003622	0.409891	0.123505	0.143096	0.413271	1.03549	-0.100701	0.436105	0.077264	0.052887	0.460945	0.529328	0.074268	0.36206	0.494449	0.054445	0.462385	0.361043	0.148871	0.427565	0.67746	0.161351	0.487775	0.053806	-0.031591	0.09335	0.109888	0.033156	0.1594	0.121698	0.134576	0.141434	1.032717	-0.078205	0.162067	0.085935	0.023695	0.110321	0.521676	0.057617	0.20616	0.500412	0.042879	0.111043	0.343767	0.122249	0.136434	0.634075	0.160889	0.05503	0.053337	-0.089392	0.283177	1.0143	59	0.193333
-0.039258	0.490765	0.117187	-0.003612	0.409912	0.123564	0.143105	0.413307	1.035487	-0.100669	0.436129	0.077256	0.052841	0.460931	0.529307	0.074303	0.362053	0.494547	0.054399	0.462408	0.361027	0.148835	0.427548	0.677456	0.161353	0.487778	0.053806	-0.031599	0.093342	0.109904	0.033136	0.159409	0.12171	0.134587	0.141393	1.032701	-0.078174	0.162032	0.08587	0.023717	0.110321	0.521655	0.057585	0.206185	0.500422	0.04288	0.111023	0.343751	0.121845	0.136467	0.634081	0.160912	0.055047	0.05334	-0.089433	0.283173	1.01432	60	0.196667
-0.039238	0.490782	0.117155	-0.0036	0.409945	0.123564	0.14308	0.413323	1.035489	-0.100715	0.436122	0.077304	0.052816	0.460914	0.52928	0.074221	0.362055	0.494498	0.054349	0.462333	0.360986	0.148828	0.427571	0.677432	0.161351	0.487771	0.05382	-0.031605	0.09338	0.10989	0.033147	0.159363	0.121699	0.134608	0.141407	1.032712	-0.078216	0.162024	0.085911	0.023721	0.110326	0.521634	0.057619	0.206141	0.500411	0.042879	0.111045	0.34374	0.122349	0.13657	0.634204	0.160915	0.055031	0.053373	-0.0894	0.283159	1.014319	61	0.2
-0.039273	0.490786	0.117174	-0.003585	0.409921	0.123513	0.143062	0.413305	1.035486	-0.100702	0.436159	0.077263	0.052794	0.460921	0.529322	0.074098	0.362112	0.494399	0.054318	0.462349	0.360992	0.148779	0.427609	0.677466	0.161354	0.48775	0.053831	-0.031615	0.093326	0.109868	0.033167	0.159355	0.121699	0.134595	0.141398	1.032692	-0.078145	0.161997	0.085785	0.02371	0.110331	0.521601	0.057581	0.206201	0.50045	0.042888	0.111036	0.343742	0.12227	0.136632	0.634115	0.160911	0.055048	0.053367	-0.089416	0.28314	1.0143	62	0.203333
-0.039262	0.490827	0.117174	-0.003643	0.409875	0.123655	0.143032	0.413348	1.035458	-0.100693	0.43614	0.077221	0.052751	0.460947	0.529319	0.074141	0.362056	0.494476	0.054342	0.462411	0.36105	0.14876	0.427599	0.677465	0.161347	0.487767	0.053827	-0.031633	0.093342	0.109897	0.033138	0.159433	0.121725	0.134637	0.14141	1.032701	-0.078208	0.162012	0.085871	0.023692	0.110324	0.521597	0.057557	0.206195	0.500436	0.042852	0.111081	0.343759	0.12193	0.136449	0.634031	0.160891	0.055029	0.053336	-0.089434	0.283125	1.014318	63	0.206667
-0.039271	0.490805	0.117203	-0.003607	0.409912	0.123512	0.14303	0.413345	1.035499	-0.100689	0.436159	0.077264	0.05271	0.460933	0.52931	0.074105	0.362059	0.494485	0.054333	0.462371	0.36106	0.148733	0.427614	0.677457	0.161334	0.487772	0.053795	-0.03162	0.093345	0.109871	0.033149	0.159352	0.121668	0.134603	0.141391	1.032687	-0.078185	0.162	0.085843	0.023693	0.110319	0.521611	0.057531	0.206192	0.500388	0.042863	0.111058	0.343738	0.121969	0.136528	0.634062	0.160904	0.055061	0.053357	-0.089475	0.283114	1.014349	64	0.21
-0.039277	0.490784	0.117157	-0.003615	0.409922	0.123628	0.142977	0.413323	1.035475	-0.100715	0.43615	0.077241	0.052667	0.460892	0.529309	0.074082	0.362089	0.494491	0.054247	0.462335	0.361002	0.148696	0.42763	0.677437	0.161346	0.487753	0.053802	-0.031623	0.093358	0.109885	0.033121	0.159368	0.121683	0.134548	0.141455	1.032662	-0.078206	0.162054	0.085917	0.023691	0.110332	0.521592	0.057561	0.206172	0.500431	0.042809	0.111082	0.343741	0.121856	0.136522	0.634022	0.160888	0.05502	0.053363	-0.08946	0.28312	1.014324	65	0.213333
-0.039312	0.490796	0.117177	-0.003652	0.409842	0.123591	0.142937	0.413306	1.035433	-0.100691	0.436099	0.077221	0.052637	0.460927	0.529313	0.074053	0.362034	0.494478	0.054269	0.462366	0.361064	0.148664	0.427622	0.677417	0.161331	0.487766	0.053797	-0.031618	0.093377	0.109902	0.033097	0.159424	0.121708	0.134558	0.141452	1.032631	-0.078211	0.162001	0.085822	0.023656	0.110316	0.521589	0.057537	0.206194	0.500383	0.042827	0.111086	0.343754	0.121916	0.136577	0.633987	0.160895	0.055054	0.053358	-0.089475	0.283041	1.014334	66	0.216667
-0.039301	0.490805	0.11713	-0.003644	0.409917	0.123598	0.14295	0.413376	1.035515	-0.100681	0.436134	0.077202	0.052586	0.460903	0.529287	0.073963	0.362104	0.494421	0.054235	0.462396	0.361053	0.148629	0.427686	0.677485	0.161355	0.48776	0.053813	-0.031598	0.093369	0.109889	0.033158	0.159359	0.121673	0.134618	0.141433	1.032694	-0.078214	0.162042	0.085885	0.023686	0.110366	0.521601	0.0575	0.206197	0.500408	0.042854	0.111081	0.34375	0.121947	0.136482	0.633998	0.160908	0.055009	0.053364	-0.089495	0.283062	1.01434	67	0.22
-0.03927	0.490799	0.117165	-0.003601	0.409885	0.123581	0.142921	0.413383	1.035499	-0.100683	0.436116	0.077235	0.052567	0.460898	0.529309	0.074025	0.362012	0.494496	0.054208	0.462351	0.361029	0.148568	0.427626	0.677424	0.161355	0.487768	0.053828	-0.031618	0.093361	0.10988	0.033152	0.159402	0.121701	0.134582	0.14143	1.032655	-0.07821	0.162066	0.085903	0.023655	0.11039	0.521595	0.057488	0.206233	0.500378	0.042814	0.111112	0.343729	0.121882	0.136554	0.633952	0.160896	0.055043	0.053369	-0.089512	0.283071	1.014345	68	0.223333
-0.039304	0.490836	0.11716	-0.003586	0.409923	0.12352	0.142877	0.413384	1.035474	-0.100703	0.436151	0.077239	0.052542	0.460881	0.529307	0.07385	0.362114	0.494416	0.05419	0.462408	0.361081	0.148547	0.427657	0.677464	0.161338	0.487781	0.053828	-0.031619	0.093353	0.109867	0.033156	0.15935	0.121681	0.134604	0.141452	1.032655	-0.078222	0.162048	0.085861	0.023684	0.110373	0.521597	0.057548	0.206164	0.500408	0.042809	0.111087	0.343725	0.122008	0.136557	0.633997	0.160912	0.055056	0.053378	-0.089486	0.283083	1.014342	69	0.226667
-0.039301	0.490788	0.117137	-0.003609	0.409944	0.123545	0.142876	0.413407	1.035489	-0.1007	0.436134	0.07719	0.052513	0.460901	0.529348	0.074011	0.362017	0.494521	0.054138	0.462358	0.361025	0.148521	0.427638	0.677425	0.161364	0.487745	0.053825	-0.031612	0.093356	0.109909	0.033139	0.159378	0.121667	0.134595	0.141448	1.032614	-0.07824	0.162027	0.08585	0.023617	0.110367	0.521595	0.057416	0.206278	0.500373	0.042805	0.111092	0.343725	0.12187	0.136564	0.634032	0.160905	0.055036	0.05334	-0.089498	0.283036	1.014327	70	0.23
-0.039296	0.490811	0.117138	-0.00366	0.409905	0.123599	0.142845	0.413392	1.035473	-0.100673	0.436113	0.077162	0.052507	0.460918	0.529328	0.073859	0.362081	0.49448	0.05412	0.462352	0.361035	0.148484	0.42764	0.677434	0.161349	0.487802	0.053826	-0.031615	0.093334	0.109877	0.033137	0.159407	0.121658	0.134585	0.141463	1.032606	-0.078222	0.16202	0.085864	0.023627	0.110375	0.521579	0.05745	0.206259	0.500427	0.042793	0.111095	0.343734	0.12226	0.136624	0.634117	0.160912	0.055034	0.053359	-0.089504	0.283067	1.014347	71	0.233333
-0.039305	0.490787	0.117147	-0.003628	0.409899	0.123523	0.142818	0.413405	1.03546	-0.100703	0.436148	0.077195	0.052494	0.46093	0.52937	0.073844	0.36215	0.494498	0.054102	0.462358	0.361038	0.148506	0.427657	0.677422	0.161345	0.487767	0.053834	-0.031639	0.093381	0.109904	0.033137	0.159397	0.121675	0.134619	0.141457	1.03266	-0.078226	0.162028	0.08585	0.023582	0.110374	0.521605	0.057392	0.206316	0.500346	0.04277	0.111104	0.343735	0.122051	0.136602	0.633918	0.160907	0.055045	0.053373	-0.089521	0.28303	1.01436	72	0.236667
-0.039289	0.490796	0.117145	-0.00361	0.409935	0.12361	0.142837	0.413441	1.03549	-0.100682	0.436139	0.077241	0.052436	0.460895	0.52933	0.073847	0.362107	0.494461	0.054113	0.46239	0.361082	0.148442	0.427641	0.677415	0.16136	0.487778	0.053821	-0.031602	0.093386	0.109889	0.033138	0.159403	0.121696	0.134605	0.141499	1.032644	-0.078227	0.162019	0.085835	0.023607	0.110408	0.521617	0.057404	0.206279	0.500362	0.042744	0.111157	0.343694	0.122246	0.136704	0.634119	0.160889	0.055042	0.053378	-0.089537	0.283017	1.014386	73	0.24
-0.0393	0.490782	0.11712	-0.003641	0.409926	0.123584	0.142795	0.413417	1.035481	-0.100725	0.436126	0.077218	0.052424	0.460914	0.529341	0.073912	0.362033	0.494568	0.054098	0.46236	0.361077	0.148423	0.427672	0.677434	0.161352	0.487757	0.053822	-0.031624	0.093346	0.109873	0.03314	0.159397	0.121657	0.134629	0.141462	1.032649	-0.07821	0.161988	0.085807	0.023615	0.110398	0.521549	0.057383	0.206328	0.500346	0.042786	0.111116	0.343716	0.121651	0.136614	0.633867	0.160902	0.055028	0.053372	-0.08954	0.282998	1.014351	74	0.243333
-0.039307	0.490767	0.117121	-0.003651	0.409904	0.123523	0.142746	0.413425	1.035464	-0.100714	0.436121	0.077267	0.0524	0.460916	0.529347	0.073847	0.362011	0.494519	0.054086	0.462369	0.36108	0.148408	0.427667	0.677441	0.161329	0.487778	0.053838	-0.031611	0.093371	0.109872	0.033137	0.15938	0.121685	0.134651	0.141492	1.032631	-0.07826	0.162038	0.08586	0.023638	0.110446	0.521605	0.057377	0.206255	0.500369	0.042759	0.111128	0.343715	0.122157	0.136703	0.633995	0.160885	0.055052	0.053383	-0.089543	0.282933	1.014401	75	0.246667
-0.039297	0.49078	0.117126	-0.003619	0.409973	0.123488	0.142745	0.413449	1.035474	-0.10072	0.436167	0.07725	0.052386	0.460951	0.529358	0.073764	0.3621	0.494505	0.054025	0.462335	0.36106	0.148364	0.427662	0.677427	0.161343	0.487774	0.053822	-0.031633	0.09338	0.109904	0.033103	0.159371	0.121645	0.134616	0.141533	1.032607	-0.078232	0.162024	0.085848	0.02363	0.110434	0.52164	0.057378	0.206256	0.500364	0.042779	0.111132	0.343741	0.121723	0.136636	0.633988	0.160901	0.055054	0.053385	-0.08956	0.282964	1.014372	76	0.25
-0.039312	0.490815	0.117142	-0.003627	0.409921	0.12353	0.142704	0.413436	1.035475	-0.100689	0.436121	0.077186	0.052347	0.460942	0.529344	0.073749	0.362031	0.494472	0.054039	0.462368	0.361092	0.148275	0.427673	0.677445	0.161353	0.487757	0.053831	-0.031605	0.093368	0.109861	0.033117	0.159396	0.121646	0.134637	0.141497	1.032604	-0.078226	0.162037	0.085825	0.023605	0.110427	0.521563	0.057328	0.206294	0.50033	0.042748	0.111151	0.343701	0.122126	0.136745	0.634056	0.160892	0.055034	0.053379	-0.089556	0.282973	1.014382	77	0.253333
-0.039313	0.490798	0.117125	-0.003672	0.409949	0.123519	0.142711	0.413504	1.035465	-0.100735	0.436149	0.077225	0.052322	0.460928	0.529354	0.073806	0.361984	0.494548	0.054021	0.462383	0.361105	0.148302	0.427687	0.677465	0.161349	0.487781	0.053819	-0.031618	0.093363	0.109865	0.033125	0.159382	0.12168	0.134646	0.141489	1.032581	-0.078234	0.162046	0.085849	0.023579	0.110414	0.521532	0.057344	0.206321	0.500345	0.042734	0.111143	0.343705	0.12213	0.136828	0.633989	0.160916	0.055077	0.053409	-0.089594	0.282933	1.014403	78	0.256667
-0.039328	0.490795	0.117146	-0.003648	0.409917	0.123528	0.142683	0.413456	1.035464	-0.10073	0.436143	0.077259	0.052286	0.460933	0.529348	0.073762	0.362106	0.494549	0.054021	0.462383	0.361113	0.148253	0.427699	0.677439	0.161352	0.48779	0.053821	-0.031614	0.093383	0.109885	0.033132	0.15946	0.12171	0.134565	0.141554	1.032538	-0.07822	0.162038	0.085813	0.023563	0.110454	0.521564	0.057301	0.206368	0.500336	0.042733	0.111153	0.343679	0.122033	0.136832	0.634024	0.160909	0.055051	0.053393	-0.089596	0.282909	1.014398	79	0.26
-0.039321	0.490825	0.117143	-0.003656	0.409962	0.123531	0.142659	0.413485	1.035486	-0.100692	0.436122	0.077217	0.052268	0.460947	0.529358	0.073722	0.362091	0.494558	0.053952	0.462325	0.361048	0.148247	0.427709	0.677457	0.161343	0.487787	0.053822	-0.031635	0.093376	0.109867	0.033126	0.159454	0.121718	0.134667	0.141521	1.032611	-0.078211	0.162039	0.085793	0.023598	0.110468	0.521558	0.057308	0.206342	0.500339	0.042745	0.111149	0.343691	0.121878	0.136781	0.6341	0.160912	0.055046	0.053415	-0.089625	0.282889	1.014416	80	0.263333
-0.039317	0.490813	0.117144	-0.003646	0.40995	0.12354	0.142637	0.41349	1.035482	-0.100689	0.436129	0.07719	0.052264	0.460918	0.52934	0.073751	0.362022	0.494547	0.054004	0.462415	0.361125	0.148198	0.42765	0.677426	0.161335	0.487777	0.05384	-0.031603	0.093397	0.10988	0.033117	0.159413	0.121622	0.134614	0.141568	1.032602	-0.078222	0.162031	0.085818	0.023562	0.110454	0.521585	0.057315	0.206302	0.500362	0.042698	0.111207	0.343693	0.122146	0.136827	0.634041	0.160915	0.055076	0.053399	-0.089612	0.282927	1.0144	81	0.266667
-0.039317	0.490778	0.117143	-0.003657	0.40997	0.12353	0.142612	0.4135	1.035479	-0.100736	0.436096	0.077188	0.052245	0.460958	0.529349	0.07361	0.36214	0.494424	0.053983	0.462404	0.361118	0.148182	0.427729	0.67744	0.16132	0.487776	0.053836	-0.031636	0.093379	0.109863	0.033144	0.159406	0.12167	0.134643	0.141546	1.032555	-0.078245	0.16204	0.085818	0.023582	0.110492	0.521484	0.05727	0.206375	0.500317	0.042765	0.111172	0.343727	0.121717	0.136766	0.633931	0.160907	0.055041	0.053396	-0.089618	0.282907	1.014403	82	0.27
-0.039299	0.490805	0.11714	-0.003642	0.409963	0.123462	0.142592	0.413501	1.035474	-0.100713	0.436108	0.077184	0.052214	0.460933	0.529338	0.073609	0.362106	0.49446	0.053949	0.46242	0.361115	0.14817	0.427706	0.677424	0.16134	0.487766	0.053836	-0.031622	0.093369	0.109847	0.033135	0.159436	0.121644	0.134609	0.141574	1.032546	-0.078236	0.162044	0.085798	0.023563	0.11047	0.521532	0.057244	0.206386	0.500336	0.042731	0.111165	0.343699	0.121637	0.136716	0.63386	0.160877	0.055047	0.053381	-0.089652	0.282856	1.014423	83	0.273333
-0.039301	0.490789	0.117127	-0.003675	0.409918	0.12354	0.142587	0.4135	1.035496	-0.100709	0.436127	0.077139	0.052195	0.460948	0.529337	0.07358	0.362109	0.494446	0.053971	0.462392	0.361138	0.14814	0.427715	0.677436	0.161333	0.487787	0.053838	-0.031612	0.093376	0.109852	0.033121	0.159424	0.121672	0.13467	0.141526	1.03257	-0.078242	0.162039	0.085824	0.023576	0.110492	0.521659	0.057241	0.206403	0.500353	0.042756	0.111184	0.343721	0.121762	0.136747	0.633896	0.160898	0.055034	0.053373	-0.089645	0.282813	1.014428	84	0.276667
-0.039323	0.49082	0.11714	-0.003665	0.409926	0.12351	0.14256	0.413556	1.035502	-0.100736	0.43617	0.077216	0.052184	0.460958	0.529359	0.073507	0.362153	0.494465	0.053905	0.462371	0.361069	0.14813	0.427702	0.67743	0.161328	0.487758	0.053821	-0.031627	0.093403	0.109868	0.03312	0.159419	0.121628	0.134638	0.141574	1.032568	-0.078247	0.162043	0.085804	0.023559	0.110479	0.521584	0.057221	0.206401	0.500311	0.042708	0.111186	0.343681	0.12213	0.13688	0.634037	0.160919	0.055072	0.053397	-0.089658	0.282861	1.014435	85	0.28
